City,County,Year,Median_List_Rent,Median_List_Rent_IA,Median_List_Rent_PercentChg_1994,Median_List_Rent_IA_PercentChg_1994,Source
South San Francisco,San Mateo County,2002,1147,1537,0.6682,0.2853,real Answers
Berkeley,Alameda County,2010,2099,2386,,,real Answers
Danville,Contra Costa County,1999,1015,1521,0.3013,0.1217,real Answers
Los Gatos,Santa Clara County,2015,2848,2848,2.2089,0.8454,real Answers
Benicia,Solano County,1999,883,1323,0.2744,0.0985,real Answers
Pacifica,San Mateo County,2001,1637,2229,0.9670,0.5402,real Answers
Belmont,San Mateo County,2001,1378,1876,1.0119,0.5754,real Answers
Martinez,Contra Costa County,1996,729,1216,0.0246,-0.0177,real Answers
Napa,Napa County,1999,760,1139,,,real Answers
San Leandro,Alameda County,2013,1243,1312,0.7759,0.0778,real Answers
Richmond,Contra Costa County,2014,1392,1429,0.8753,0.1066,real Answers
Hayward,Alameda County,1997,872,1406,0.1453,0.0618,real Answers
Lafayette,Contra Costa County,1997,1187,1913,0.1419,0.0586,real Answers
Sausalito,Marin County,2005,1591,2029,0.6356,0.1999,real Answers
Vallejo,Solano County,2010,1027,1168,0.5625,0.0215,real Answers
San Bruno,San Mateo County,2007,1574,1884,0.8624,0.2819,real Answers
Albany,Alameda County,2000,1234,1770,0.5185,0.2530,real Answers
Benicia,Solano County,1998,800,1250,0.1552,0.0380,real Answers
Sonoma,Sonoma County,2010,1495,1699,0.7588,0.1498,real Answers
Newark,Alameda County,2006,1206,1491,0.5717,0.1171,real Answers
Corte Madera,Marin County,2003,2000,2633,0.5311,0.1592,real Answers
Los Gatos,Santa Clara County,1994,888,1543,0.0000,0.0000,real Answers
Santa Rosa,Sonoma County,2004,1066,1387,0.4809,0.1077,real Answers
Martinez,Contra Costa County,2004,1074,1397,0.5083,0.1282,real Answers
Palo Alto,Santa Clara County,1994,865,1504,0.0000,0.0000,real Answers
Campbell,Santa Clara County,2012,1631,1759,1.1705,0.3468,real Answers
Tiburon,Marin County,2010,2120,2410,0.5376,0.0052,real Answers
Concord,Contra Costa County,2010,1090,1239,0.6755,0.0953,real Answers
Oakland,Alameda County,2001,1221,1663,0.9777,0.5487,real Answers
San Rafael,Marin County,2007,1518,1817,0.7239,0.1865,real Answers
Daly City,San Mateo County,2008,1609,1868,1.2046,0.4716,real Answers
Oakland,Alameda County,2005,1083,1382,0.7540,0.2868,real Answers
San Leandro,Alameda County,1998,879,1373,0.2554,0.1279,real Answers
Pittsburg,Contra Costa County,1997,730,1177,0.1188,0.0372,real Answers
Palo Alto,Santa Clara County,1995,891,1520,0.0303,0.0106,real Answers
Tiburon,Marin County,1998,2391,3736,0.7344,0.5583,real Answers
Belmont,San Mateo County,2008,1415,1642,1.0657,0.3789,real Answers
Napa,Napa County,2001,850,1157,,,real Answers
Redwood City,San Mateo County,2012,2233,2410,1.3508,0.4586,real Answers
East Palo Alto,San Mateo County,2009,1055,1216,0.6867,0.1177,real Answers
Vallejo,Solano County,2012,1059,1142,0.6103,-0.0008,real Answers
Oakland,Alameda County,2000,949,1361,0.5364,0.2679,real Answers
Lafayette,Contra Costa County,1995,1083,1846,0.0415,0.0216,real Answers
Concord,Contra Costa County,2004,997,1297,0.5324,0.1462,real Answers
Belmont,San Mateo County,2014,2145,2201,2.1316,0.8480,real Answers
Richmond,Contra Costa County,2006,1081,1336,0.4556,0.0346,real Answers
Burlingame,San Mateo County,2010,1611,1832,0.3568,-0.1130,real Answers
Pleasant Hill,Contra Costa County,2008,1357,1575,0.7563,0.1724,real Answers
Belmont,San Mateo County,2002,1104,1479,0.6113,0.2415,real Answers
Union City,Alameda County,2003,1113,1465,0.4602,0.1056,real Answers
San Mateo,San Mateo County,2009,1640,1890,0.8151,0.2028,real Answers
San Ramon,Contra Costa County,2004,1342,1746,0.3678,0.0231,real Answers
East Palo Alto,San Mateo County,2012,1038,1120,0.6601,0.0301,real Answers
Morgan Hill,Santa Clara County,2004,1156,1503,0.4267,0.0672,real Answers
Livermore,Alameda County,1998,989,1546,0.2891,0.1582,real Answers
Danville,Contra Costa County,2003,1194,1572,0.5304,0.1587,real Answers
Antioch,Contra Costa County,1995,595,1015,0.0042,-0.0150,real Answers
Los Altos,Santa Clara County,1999,1395,2091,0.2345,0.0642,real Answers
Richmond,Contra Costa County,2003,1198,1577,0.6133,0.2215,real Answers
Foster City,San Mateo County,2010,1739,1976,0.7453,0.1409,real Answers
Martinez,Contra Costa County,2000,1099,1578,0.5443,0.2744,real Answers
Santa Rosa,Sonoma County,2003,1091,1436,0.5148,0.1469,real Answers
El Cerrito,Contra Costa County,2009,1477,1702,0.8296,0.2124,real Answers
San Mateo,San Mateo County,2012,2088,2253,1.3104,0.4336,real Answers
Mountain View,Santa Clara County,2004,1193,1552,0.5199,0.1369,real Answers
Emeryville,Alameda County,2009,1886,2174,,,real Answers
Pleasant Hill,Contra Costa County,1996,789,1315,0.0210,-0.0211,real Answers
Richmond,Contra Costa County,1995,758,1292,0.0202,0.0007,real Answers
Petaluma,Sonoma County,1998,912,1425,0.2578,0.1301,real Answers
San Jose,Santa Clara County,1997,1048,1689,0.3429,0.2450,real Answers
San Ramon,Contra Costa County,1997,1271,2049,0.2955,0.2010,real Answers
Concord,Contra Costa County,2009,1121,1291,0.7226,0.1415,real Answers
El Cerrito,Contra Costa County,2010,1397,1588,0.7297,0.1307,real Answers
Millbrae,San Mateo County,1994,995,1730,0.0000,0.0000,real Answers
Belmont,San Mateo County,1999,894,1340,0.3047,0.1247,real Answers
San Ramon,Contra Costa County,1999,1391,2085,0.4172,0.2217,real Answers
Millbrae,San Mateo County,2011,2223,2463,1.2344,0.4236,real Answers
Hercules,Contra Costa County,1995,738,1258,0.0000,-0.0191,real Answers
Brentwood,Contra Costa County,2011,1458,1615,,,real Answers
San Francisco,San Francisco County,2011,2421,2682,1.6293,0.6752,real Answers
Santa Clara,Santa Clara County,2009,1562,1799,0.7910,0.1868,real Answers
Los Altos,Santa Clara County,2009,1496,1723,0.3236,-0.1229,real Answers
Dublin,Alameda County,2012,1830,1974,0.6731,0.0382,real Answers
Fairfield,Solano County,1999,788,1181,0.1907,0.0265,real Answers
Benicia,Solano County,2004,1200,1561,0.7329,0.2962,real Answers
Corte Madera,Marin County,2007,2066,2472,0.5813,0.0884,real Answers
Tiburon,Marin County,2001,2270,3091,0.6464,0.2892,real Answers
Alameda,Alameda County,1999,1203,1803,0.4842,0.2794,real Answers
Pittsburg,Contra Costa County,2013,1183,1248,0.8123,0.0998,real Answers
San Leandro,Alameda County,2011,1076,1192,0.5370,-0.0208,real Answers
Cupertino,Santa Clara County,2001,1969,2681,1.1516,0.6848,real Answers
Martinez,Contra Costa County,2003,1103,1452,0.5487,0.1726,real Answers
Milpitas,Santa Clara County,1997,1099,1772,0.3030,0.2079,real Answers
Novato,Marin County,2012,1522,1642,0.9264,0.1953,real Answers
Danville,Contra Costa County,2014,1803,1850,1.3119,0.3643,real Answers
Newark,Alameda County,2002,1200,1608,0.5635,0.2046,real Answers
El Cerrito,Contra Costa County,2002,1323,1772,0.6378,0.2618,real Answers
Pacifica,San Mateo County,2006,1530,1891,0.8385,0.3068,real Answers
Concord,Contra Costa County,1997,686,1106,0.0549,-0.0220,real Answers
San Mateo,San Mateo County,2006,1461,1805,0.6160,0.1487,real Answers
Milpitas,Santa Clara County,1998,1168,1824,0.3837,0.2432,real Answers
South San Francisco,San Mateo County,2013,2245,2369,2.2655,0.9817,real Answers
Belmont,San Mateo County,1998,856,1338,0.2500,0.1231,real Answers
Pleasant Hill,Contra Costa County,2015,1900,1900,1.4592,0.4143,real Answers
Danville,Contra Costa County,2000,1114,1598,0.4279,0.1783,real Answers
Belmont,San Mateo County,2003,1073,1413,0.5666,0.1861,real Answers
Larkspur,Marin County,1998,2176,3399,0.3947,0.2531,real Answers
Antioch,Contra Costa County,2008,1049,1218,0.7705,0.1818,real Answers
Morgan Hill,Santa Clara County,2003,1288,1695,0.5898,0.2037,real Answers
Corte Madera,Marin County,1996,1405,2342,0.0756,0.0312,real Answers
San Ramon,Contra Costa County,1994,981,1706,0.0000,0.0000,real Answers
Hercules,Contra Costa County,1996,738,1230,0.0000,-0.0413,real Answers
Antioch,Contra Costa County,2004,936,1218,0.5802,0.1819,real Answers
Vallejo,Solano County,2000,944,1355,0.4357,0.1848,real Answers
Foster City,San Mateo County,2009,1691,1948,0.6969,0.1245,real Answers
Larkspur,Marin County,2013,2378,2510,0.5244,-0.0748,real Answers
Pinole,Contra Costa County,1997,714,1151,0.0733,-0.0050,real Answers
Benicia,Solano County,2015,1684,1684,1.4319,0.3986,real Answers
Redwood City,San Mateo County,2015,3049,3049,2.2095,0.8457,real Answers
Belmont,San Mateo County,1994,685,1191,0.0000,0.0000,real Answers
Fairfield,Solano County,1994,662,1151,0.0000,0.0000,real Answers
Emeryville,Alameda County,2015,2763,2763,,,real Answers
Sunnyvale,Santa Clara County,2012,1845,1990,1.1305,0.3220,real Answers
Fairfield,Solano County,1996,658,1097,-0.0057,-0.0467,real Answers
San Jose,Santa Clara County,2012,1741,1879,1.2324,0.3852,real Answers
Benicia,Solano County,2001,1138,1549,0.6426,0.2862,real Answers
East Palo Alto,San Mateo County,2002,903,1210,0.4433,0.1120,real Answers
San Mateo,San Mateo County,1998,1229,1920,0.3596,0.2216,real Answers
Corte Madera,Marin County,1999,1925,2886,0.4737,0.2704,real Answers
Milpitas,Santa Clara County,2010,1532,1741,0.8157,0.1870,real Answers
Larkspur,Marin County,2008,1960,2275,0.2566,-0.1612,real Answers
Gilroy,Santa Clara County,2000,1218,1748,0.7402,0.4360,real Answers
Los Gatos,Santa Clara County,2009,1970,2270,1.2201,0.4712,real Answers
Dublin,Alameda County,2005,1630,2079,0.4903,0.0933,real Answers
San Pablo,Contra Costa County,2012,1000,1079,,,real Answers
Berkeley,Alameda County,2013,2372,2503,,,real Answers
Alameda,Alameda County,2007,1413,1691,0.7428,0.1995,real Answers
Dixon,Solano County,2007,1279,1531,,,real Answers
San Leandro,Alameda County,2012,1176,1268,0.6793,0.0420,real Answers
Fremont,Alameda County,1995,759,1294,0.0457,0.0256,real Answers
Pinole,Contra Costa County,2005,1080,1378,0.6241,0.1914,real Answers
Dixon,Solano County,2015,1213,1213,,,real Answers
Vallejo,Solano County,2015,1420,1420,1.1597,0.2420,real Answers
San Leandro,Alameda County,2014,1380,1416,0.9716,0.1635,real Answers
Alameda,Alameda County,2011,1341,1485,0.6537,0.0536,real Answers
Santa Rosa,Sonoma County,2002,1118,1498,0.5530,0.1965,real Answers
Corte Madera,Marin County,1997,1488,2398,0.1388,0.0557,real Answers
Fremont,Alameda County,1994,726,1262,0.0000,0.0000,real Answers
Menlo Park,San Mateo County,2007,2359,2823,,,real Answers
Sonoma,Sonoma County,2004,1397,1817,0.6434,0.2292,real Answers
South San Francisco,San Mateo County,2015,2686,2686,2.9062,1.2464,real Answers
South San Francisco,San Mateo County,1997,885,1427,0.2873,0.1934,real Answers
South San Francisco,San Mateo County,2008,1907,2213,1.7736,0.8514,real Answers
Pleasanton,Alameda County,1995,848,1446,0.0288,0.0092,real Answers
Walnut Creek,Contra Costa County,2012,1531,1652,0.9739,0.2248,real Answers
Pittsburg,Contra Costa County,1998,800,1250,0.2261,0.1016,real Answers
Pleasanton,Alameda County,1998,1114,1741,0.3528,0.2155,real Answers
Newark,Alameda County,2010,1341,1525,0.7477,0.1425,real Answers
Newark,Alameda County,2003,1168,1537,0.5212,0.1517,real Answers
Redwood City,San Mateo County,2003,1473,1939,0.5500,0.1735,real Answers
Pittsburg,Contra Costa County,2000,951,1364,0.4569,0.2022,real Answers
San Mateo,San Mateo County,1996,1056,1760,0.1680,0.1199,real Answers
Lafayette,Contra Costa County,2008,1878,2179,0.8064,0.2058,real Answers
Cupertino,Santa Clara County,1995,971,1656,0.0608,0.0405,real Answers
Pinole,Contra Costa County,1998,742,1159,0.1156,0.0024,real Answers
San Ramon,Contra Costa County,2002,1431,1917,0.4578,0.1232,real Answers
San Francisco,San Francisco County,2008,2262,2625,1.4568,0.6399,real Answers
Santa Clara,Santa Clara County,1996,1107,1845,0.2691,0.2167,real Answers
Redwood City,San Mateo County,2001,2144,2919,1.2568,0.7672,real Answers
Napa,Napa County,2009,1282,1477,,,real Answers
San Francisco,San Francisco County,2010,2125,2416,1.3082,0.5089,real Answers
Albany,Alameda County,2009,1319,1519,0.6228,0.0754,real Answers
Millbrae,San Mateo County,2002,1750,2345,0.7588,0.3551,real Answers
South San Francisco,San Mateo County,2010,1788,2032,1.6000,0.6997,real Answers
Newark,Alameda County,2011,1525,1690,0.9870,0.2660,real Answers
Larkspur,Marin County,2009,1867,2152,0.1969,-0.2069,real Answers
Richmond,Contra Costa County,2011,1134,1256,0.5266,-0.0274,real Answers
Livermore,Alameda County,1999,1058,1586,0.3787,0.1884,real Answers
Pleasant Hill,Contra Costa County,2000,1420,2038,0.8382,0.5169,real Answers
Sonoma,Sonoma County,2008,1439,1670,0.6926,0.1299,real Answers
Millbrae,San Mateo County,2014,2699,2769,1.7123,0.6006,real Answers
Vacaville,Solano County,2012,1134,1223,0.7767,0.1024,real Answers
Larkspur,Marin County,2003,1972,2596,0.2641,-0.0429,real Answers
Larkspur,Marin County,1999,2333,3497,0.4955,0.2892,real Answers
Oakland,Alameda County,2009,1570,1809,1.5429,0.6851,real Answers
Los Altos,Santa Clara County,2005,1220,1556,0.0796,-0.2080,real Answers
Petaluma,Sonoma County,1996,776,1293,0.0698,0.0257,real Answers
Millbrae,San Mateo County,1997,1138,1834,0.1432,0.0598,real Answers
Daly City,San Mateo County,2003,1194,1572,0.6360,0.2386,real Answers
Livermore,Alameda County,2008,1306,1516,0.7020,0.1361,real Answers
Rohnert Park,Sonoma County,2006,1066,1318,0.5018,0.0675,real Answers
Rohnert Park,Sonoma County,2005,1086,1386,0.5299,0.1224,real Answers
San Pablo,Contra Costa County,2008,1046,1214,,,real Answers
Albany,Alameda County,2003,1313,1728,0.6154,0.2231,real Answers
Vacaville,Solano County,2005,1050,1339,0.6452,0.2069,real Answers
Hayward,Alameda County,2010,1150,1308,0.5110,-0.0122,real Answers
Albany,Alameda County,2007,1287,1540,0.5840,0.0902,real Answers
Novato,Marin County,1998,1007,1573,0.2745,0.1451,real Answers
Larkspur,Marin County,2005,1940,2474,0.2433,-0.0879,real Answers
Fremont,Alameda County,2001,1503,2046,1.0706,0.6214,real Answers
Fairfield,Solano County,2010,1082,1230,0.6346,0.0685,real Answers
Fremont,Alameda County,2011,1475,1634,1.0324,0.2949,real Answers
Morgan Hill,Santa Clara County,2001,1556,2119,0.9215,0.5046,real Answers
San Ramon,Contra Costa County,2009,1464,1687,0.4916,-0.0116,real Answers
Cupertino,Santa Clara County,2004,1476,1920,0.6134,0.2068,real Answers
Mill Valley,Marin County,1995,863,1471,0.0000,-0.0191,real Answers
Corte Madera,Marin County,2009,1773,2043,0.3576,-0.1004,real Answers
Sunnyvale,Santa Clara County,2004,1161,1510,0.3406,0.0028,real Answers
Larkspur,Marin County,2006,1847,2282,0.1837,-0.1586,real Answers
Lafayette,Contra Costa County,2003,1418,1866,0.3638,0.0326,real Answers
Cupertino,Santa Clara County,1994,915,1591,0.0000,0.0000,real Answers
Martinez,Contra Costa County,2014,1569,1610,1.2037,0.3004,real Answers
Gilroy,Santa Clara County,1996,811,1351,0.1580,0.1103,real Answers
Lafayette,Contra Costa County,2002,1425,1909,0.3710,0.0563,real Answers
Concord,Contra Costa County,2007,1097,1312,0.6855,0.1601,real Answers
Napa,Napa County,2012,1339,1444,,,real Answers
Foster City,San Mateo County,2012,2261,2439,1.2693,0.4080,real Answers
Livermore,Alameda County,2003,1118,1472,0.4568,0.1030,real Answers
Petaluma,Sonoma County,1994,725,1261,0.0000,0.0000,real Answers
Lafayette,Contra Costa County,2007,1872,2241,0.8013,0.2398,real Answers
San Bruno,San Mateo County,1996,1046,1744,0.2382,0.1871,real Answers
Vacaville,Solano County,2001,986,1343,0.5455,0.2102,real Answers
Los Altos,Santa Clara County,2015,2460,2460,1.1770,0.2519,real Answers
Martinez,Contra Costa County,1997,781,1259,0.0975,0.0174,real Answers
Danville,Contra Costa County,2007,1340,1604,0.7179,0.1824,real Answers
Petaluma,Sonoma County,2005,1383,1764,0.9069,0.3989,real Answers
Antioch,Contra Costa County,1994,593,1030,0.0000,0.0000,real Answers
Belmont,San Mateo County,2005,1034,1319,0.5091,0.1071,real Answers
Corte Madera,Marin County,2001,2300,3132,0.7608,0.3788,real Answers
Oakland,Alameda County,1998,682,1065,0.1043,-0.0078,real Answers
San Jose,Santa Clara County,1994,780,1356,0.0000,0.0000,real Answers
Petaluma,Sonoma County,2007,1264,1512,0.7431,0.1997,real Answers
Daly City,San Mateo County,2011,1621,1796,1.2209,0.4150,real Answers
Burlingame,San Mateo County,2007,1522,1821,0.2816,-0.1179,real Answers
Berkeley,Alameda County,2009,2311,2662,,,real Answers
Walnut Creek,Contra Costa County,2003,1212,1596,0.5624,0.1830,real Answers
Martinez,Contra Costa County,2006,1097,1356,0.5408,0.0952,real Answers
Los Altos,Santa Clara County,2010,1457,1656,0.2893,-0.1572,real Answers
Campbell,Santa Clara County,2000,1528,2193,1.0341,0.6785,real Answers
Vallejo,Solano County,2013,1088,1148,0.6546,0.0041,real Answers
Menlo Park,San Mateo County,2015,3567,3567,,,real Answers
Brentwood,Contra Costa County,2009,1466,1689,,,real Answers
Vacaville,Solano County,2013,1172,1236,0.8358,0.1141,real Answers
Albany,Alameda County,2002,1350,1809,0.6615,0.2802,real Answers
Oakland,Alameda County,2014,2277,2336,2.6870,1.1758,real Answers
Antioch,Contra Costa County,2012,1011,1090,0.7055,0.0582,real Answers
Corte Madera,Marin County,2002,2075,2780,0.5885,0.2239,real Answers
Suisun City,Solano County,2008,1074,1246,0.5907,0.0618,real Answers
San Pablo,Contra Costa County,2013,1041,1099,,,real Answers
Pittsburg,Contra Costa County,2004,1075,1398,0.6467,0.2317,real Answers
Vacaville,Solano County,1994,638,1110,0.0000,0.0000,real Answers
Colma,San Mateo County,2011,2223,2463,,,real Answers
Pleasanton,Alameda County,2004,1217,1583,0.4772,0.1050,real Answers
Los Altos,Santa Clara County,2012,1898,2047,0.6792,0.0419,real Answers
Newark,Alameda County,2008,1543,1791,1.0103,0.3419,real Answers
Newark,Alameda County,1998,1022,1597,0.3314,0.1963,real Answers
Alameda,Alameda County,2002,1381,1851,0.7039,0.3128,real Answers
Los Altos,Santa Clara County,1994,1130,1965,0.0000,0.0000,real Answers
Newark,Alameda County,2005,1075,1371,0.4007,0.0275,real Answers
Fairfield,Solano County,2000,911,1308,0.3768,0.1361,real Answers
Dublin,Alameda County,2008,1625,1886,0.4857,-0.0083,real Answers
Danville,Contra Costa County,2009,1268,1461,0.6250,0.0768,real Answers
Walnut Creek,Contra Costa County,2006,1251,1546,0.6124,0.1461,real Answers
Mill Valley,Marin County,2002,1321,1769,0.5312,0.1797,real Answers
Pacifica,San Mateo County,1994,832,1447,0.0000,0.0000,real Answers
Alameda,Alameda County,1994,811,1410,0.0000,0.0000,real Answers
Vallejo,Solano County,2003,1084,1428,0.6492,0.2487,real Answers
Benicia,Solano County,2002,1178,1578,0.7013,0.3108,real Answers
Menlo Park,San Mateo County,2011,2723,3017,,,real Answers
East Palo Alto,San Mateo County,2005,862,1099,0.3779,0.0108,real Answers
San Rafael,Marin County,2005,1346,1717,0.5280,0.1210,real Answers
Daly City,San Mateo County,2000,1523,2185,1.0856,0.7210,real Answers
Pacifica,San Mateo County,1998,1233,1927,0.4818,0.3314,real Answers
American Canyon,Napa County,2015,1978,1978,,,real Answers
Pacifica,San Mateo County,2004,1388,1805,0.6680,0.2477,real Answers
San Mateo,San Mateo County,2008,1816,2108,1.0095,0.3414,real Answers
San Bruno,San Mateo County,2015,2802,2802,2.3154,0.9066,real Answers
San Pablo,Contra Costa County,2014,1164,1194,,,real Answers
San Ramon,Contra Costa County,2005,1395,1780,0.4219,0.0431,real Answers
San Mateo,San Mateo County,2014,2549,2616,1.8207,0.6646,real Answers
Fremont,Alameda County,1999,1118,1676,0.5409,0.3283,real Answers
Hayward,Alameda County,2001,1297,1766,0.7036,0.3340,real Answers
Walnut Creek,Contra Costa County,2000,1299,1864,0.6749,0.3821,real Answers
Pinole,Contra Costa County,2008,1366,1585,1.0536,0.3708,real Answers
San Jose,Santa Clara County,2002,1283,1719,0.6450,0.2674,real Answers
Sonoma,Sonoma County,1994,850,1478,0.0000,0.0000,real Answers
Newark,Alameda County,2013,1766,1864,1.3011,0.3965,real Answers
Vallejo,Solano County,2008,1084,1258,0.6483,0.1003,real Answers
Burlingame,San Mateo County,1995,1250,2132,0.0526,0.0325,real Answers
Cupertino,Santa Clara County,2005,1509,1925,0.6496,0.2101,real Answers
Richmond,Contra Costa County,2009,1091,1257,0.4695,-0.0262,real Answers
Alameda,Alameda County,1997,960,1548,0.1843,0.0979,real Answers
Union City,Alameda County,2014,1883,1932,1.4714,0.4584,real Answers
Tiburon,Marin County,1997,1969,3174,0.4279,0.3238,real Answers
San Pablo,Contra Costa County,2011,1013,1122,,,real Answers
Los Altos,Santa Clara County,1998,1365,2133,0.2080,0.0853,real Answers
San Rafael,Marin County,1994,881,1531,0.0000,0.0000,real Answers
Mill Valley,Marin County,2014,2038,2091,1.3623,0.3940,real Answers
Suisun City,Solano County,2007,1040,1245,0.5407,0.0605,real Answers
Larkspur,Marin County,2014,2650,2719,0.6987,0.0024,real Answers
Santa Rosa,Sonoma County,2013,1330,1403,0.8467,0.1207,real Answers
Pleasant Hill,Contra Costa County,2004,1343,1747,0.7387,0.3005,real Answers
Daly City,San Mateo County,2014,2141,2196,1.9322,0.7303,real Answers
Burlingame,San Mateo County,2002,1694,2269,0.4263,0.0989,real Answers
Larkspur,Marin County,1997,1982,3194,0.2702,0.1775,real Answers
Albany,Alameda County,2008,1299,1508,0.5988,0.0672,real Answers
San Jose,Santa Clara County,1995,812,1385,0.0409,0.0210,real Answers
Suisun City,Solano County,2000,928,1332,0.3750,0.1346,real Answers
Fairfield,Solano County,2015,1485,1485,1.2440,0.2905,real Answers
Richmond,Contra Costa County,2004,1048,1363,0.4111,0.0555,real Answers
Palo Alto,Santa Clara County,1999,1302,1951,0.5051,0.2974,real Answers
Burlingame,San Mateo County,2014,2285,2345,0.9244,0.1356,real Answers
Corte Madera,Marin County,2011,1898,2103,0.4530,-0.0742,real Answers
San Ramon,Contra Costa County,2014,2036,2089,1.0745,0.2242,real Answers
Larkspur,Marin County,2002,2164,2899,0.3873,0.0688,real Answers
Palo Alto,Santa Clara County,2005,1299,1658,0.5022,0.1020,real Answers
Daly City,San Mateo County,1998,1100,1719,0.5068,0.3539,real Answers
Santa Rosa,Sonoma County,2012,1218,1314,0.6913,0.0494,real Answers
Colma,San Mateo County,2013,2749,2901,,,real Answers
Foster City,San Mateo County,2001,1919,2613,0.9260,0.5081,real Answers
Pleasanton,Alameda County,2006,1354,1674,0.6442,0.1687,real Answers
Hayward,Alameda County,1994,761,1324,0.0000,0.0000,real Answers
Pittsburg,Contra Costa County,1994,653,1135,0.0000,0.0000,real Answers
Tiburon,Marin County,2012,2639,2848,0.9141,0.1877,real Answers
Dixon,Solano County,2012,1065,1149,,,real Answers
San Rafael,Marin County,2004,1386,1802,0.5735,0.1769,real Answers
Belmont,San Mateo County,1996,720,1200,0.0511,0.0077,real Answers
Los Gatos,Santa Clara County,2004,1275,1658,0.4366,0.0746,real Answers
Danville,Contra Costa County,1995,780,1330,0.0000,-0.0191,real Answers
San Ramon,Contra Costa County,2015,2237,2237,1.2792,0.3107,real Answers
Sausalito,Marin County,1997,1205,1942,0.2389,0.1486,real Answers
Hayward,Alameda County,2012,1293,1395,0.6987,0.0540,real Answers
Milpitas,Santa Clara County,2013,1884,1989,1.2333,0.3554,real Answers
Pittsburg,Contra Costa County,2003,1052,1385,0.6126,0.2210,real Answers
El Cerrito,Contra Costa County,2007,1480,1772,0.8333,0.2618,real Answers
El Cerrito,Contra Costa County,1996,823,1371,0.0186,-0.0235,real Answers
Gilroy,Santa Clara County,2010,1340,1523,0.9138,0.2510,real Answers
Cupertino,Santa Clara County,2006,1744,2156,0.9060,0.3548,real Answers
Petaluma,Sonoma County,2012,1472,1588,1.0303,0.2598,real Answers
Pinole,Contra Costa County,1999,839,1257,0.2613,0.0873,real Answers
Milpitas,Santa Clara County,1996,988,1646,0.1704,0.1221,real Answers
Sunnyvale,Santa Clara County,2010,1433,1629,0.6552,0.0820,real Answers
Los Gatos,Santa Clara County,2006,1343,1660,0.5134,0.0757,real Answers
Sonoma,Sonoma County,2006,1450,1792,0.7059,0.2125,real Answers
El Cerrito,Contra Costa County,2004,1323,1720,0.6378,0.2250,real Answers
Campbell,Santa Clara County,2010,1371,1558,0.8245,0.1927,real Answers
Sausalito,Marin County,2008,1682,1952,0.7294,0.1544,real Answers
Palo Alto,Santa Clara County,2002,1421,1904,0.6431,0.2659,real Answers
San Rafael,Marin County,2006,1396,1726,0.5855,0.1270,real Answers
San Jose,Santa Clara County,2003,1161,1529,0.4888,0.1272,real Answers
Danville,Contra Costa County,1996,804,1340,0.0304,-0.0121,real Answers
Campbell,Santa Clara County,2008,1466,1701,0.9509,0.3023,real Answers
Lafayette,Contra Costa County,2001,1504,2048,0.4468,0.1329,real Answers
Suisun City,Solano County,2009,1064,1226,0.5759,0.0443,real Answers
Pleasant Hill,Contra Costa County,2012,1388,1497,0.7961,0.1145,real Answers
Fairfield,Solano County,2001,988,1345,0.4920,0.1683,real Answers
San Mateo,San Mateo County,2007,1701,2036,0.8823,0.2955,real Answers
Morgan Hill,Santa Clara County,2002,1364,1828,0.6844,0.2978,real Answers
Dublin,Alameda County,2010,1612,1832,0.4737,-0.0366,real Answers
Lafayette,Contra Costa County,1999,1378,2066,0.3259,0.1430,real Answers
East Palo Alto,San Mateo County,2003,908,1196,0.4518,0.0992,real Answers
Benicia,Solano County,2007,1244,1489,0.7969,0.2368,real Answers
Gilroy,Santa Clara County,2002,1247,1671,0.7813,0.3724,real Answers
Martinez,Contra Costa County,2008,1284,1491,0.8042,0.2043,real Answers
Martinez,Contra Costa County,1999,920,1379,0.2924,0.1141,real Answers
Pittsburg,Contra Costa County,2008,1132,1314,0.7343,0.1577,real Answers
Cupertino,Santa Clara County,2003,1521,2002,0.6622,0.2585,real Answers
Gilroy,Santa Clara County,1998,979,1529,0.3982,0.2563,real Answers
Benicia,Solano County,2000,958,1375,0.3836,0.1417,real Answers
Millbrae,San Mateo County,1996,1008,1680,0.0126,-0.0292,real Answers
Fremont,Alameda County,1997,958,1544,0.3200,0.2237,real Answers
Pacifica,San Mateo County,2002,1479,1981,0.7769,0.3691,real Answers
Mill Valley,Marin County,2004,1195,1554,0.3855,0.0363,real Answers
San Rafael,Marin County,2010,1536,1746,0.7445,0.1404,real Answers
San Ramon,Contra Costa County,1995,1012,1726,0.0312,0.0115,real Answers
Pleasant Hill,Contra Costa County,2011,1264,1401,0.6367,0.0428,real Answers
Napa,Napa County,2013,1397,1475,,,real Answers
San Bruno,San Mateo County,2002,1422,1905,0.6827,0.2965,real Answers
Tiburon,Marin County,2008,2103,2440,0.5249,0.0179,real Answers
Pleasanton,Alameda County,1994,824,1432,0.0000,0.0000,real Answers
Oakland,Alameda County,2004,1056,1373,0.7095,0.2787,real Answers
Alameda,Alameda County,2004,1243,1616,0.5328,0.1465,real Answers
Pleasanton,Alameda County,2012,1729,1866,1.0994,0.3026,real Answers
San Jose,Santa Clara County,1998,1179,1842,0.5112,0.3578,real Answers
Vallejo,Solano County,1996,658,1097,0.0004,-0.0409,real Answers
Emeryville,Alameda County,2011,1828,2025,,,real Answers
San Bruno,San Mateo County,2003,1171,1542,0.3858,0.0492,real Answers
